Question	Answer	Source
Can I book a flight on singaporeair.com in a different currency?	When you book a ticket online, the total cost will be quoted in the country of departure's currency. You can choose from a range of currencies when you pay with your credit card. The available currency options are presented on the payment page after you enter your card details. If the billing currency of your credit card is different from the currency charged for this booking, your bank will perform the relevant conversion at their prevailing exchange rate and may charge a conversion fee.	https://www.singaporeair.com/en_UK/in/faqCategory/?category=29864
How will I earn PPS Value?	When you fly in Singapore Airlines' Suites, First or Business Class, or in Business Class on SilkAir, you earn PPS Value, which goes towards your PPS Club status.PPS Value is based on your airfare and fuel surcharge*, but not airport taxes. It's calculated in Singapore dollars, so if you've bought your ticket in another currency, the airfare and fuel surcharge* portions are converted to Singapore dollars to determine your PPS Value.*Please note that fuel and insurance surcharges will be removed as a separate component and folded into the base airfare of the ticket price for Singapore Airlines and SilkAir flights progressively from 28 March 2017. Find out more [here](https://www.singaporeair.com/en_UK/sg/ppsclub-krisflyer/use-miles/redeem-miles/kf-change "Important Changes to Flight Redemption ").	https://www.singaporeair.com/en_UK/in/faqCategory/?category=33976
Why are taxes and fees not included in the PPS Value I earn?	Airport taxes and other fees are paid directly to government agencies and not to us. Therefore, we're unable to credit PPS Value to you on these charges.	https://www.singaporeair.com/en_UK/in/faqCategory/?category=33976
Will PPS Value be credited for itineraries that include flights operated by partner airlines?	No. PPS Value will only be credited for flights operated by Singapore Airlines and/or SilkAir, and not for flights operated by our partner airlines. For instance, if you're flying from Singapore to Munich via Frankfurt, you'll receive PPS Value for the flight from Singapore to Frankfurt as you'll be flying on a Singapore Airlines aircraft. From Frankfurt to Munich, you'll fly on the aircraft of our partner airline, Lufthansa, so you won't earn PPS Value.	https://www.singaporeair.com/en_UK/in/faqCategory/?category=33976
Will PPS Value be credited for codeshare flights?	Yes. If you fly in First or Business Class on a codeshare flight, you'll earn PPS Value if your journey's on a Singapore Airlines or SilkAir aircraft.	https://www.singaporeair.com/en_UK/in/faqCategory/?category=33976
On some flights, why can't I get the seat indicated in my preferences?	Your seat preference is stored on your profile for your convenience, so that it can be pre-selected for you whenever you make a booking with us. However, seats are allocated on a first-come-first-served basis - so if your seat is no longer available when you make your booking, another seat will be given to you.	https://www.singaporeair.com/en_UK/in/faqCategory/?category=33976
Can Reserve Value be extended?	No. If you're a PPS Club member, Reserve Value is valid until the end of the 36th month (3 years). If you're a Solitaire PPS Club member, Reserve Value is valid until the end of the 36th month (3 years) if credited before 8 October 2013, and until the end of the 72nd month (6 years) if credited after.To maximise the validity of your Reserve Value, your membership will always be renewed using your Reserve Value before adding the PPS Value you've earned in your current membership year.	https://www.singaporeair.com/en_UK/in/faqCategory/?category=33976
Do Solitaire PPS Club Supplementary cardholders have the same benefits as Solitaire PPS Club members?	No. Solitaire PPS Club Supplementary cardholders enjoy many, but not all, of the privileges of Solitaire PPS Club membership. To find out more about Solitaire PPS Club Supplementary cardholders privileges, click [here](http://www.singaporeair.com/pdf/ppsclub_krisflyer/charts/SolitairePPS_SuppCard_Oct15.pdf).When it comes to earning of PPS Value as well as KrisFlyer and Elite miles, Solitaire PPS Club Supplementary cardholders will have them credited to the account that corresponds with their own membership status within the KrisFlyer or PPS Club programme.	https://www.singaporeair.com/en_UK/in/faqCategory/?category=33976
Will a Solitaire PPS Club Supplementary cardholder also have Reserve Value?	Only PPS Club and Solitaire PPS Club members can have Reserve Value. If your Supplementary Solitaire PPS Club cardholder is also a PPS Club or Solitaire PPS Club member, the Reserve Value he/she has will be credited to his/her account.	https://www.singaporeair.com/en_UK/in/faqCategory/?category=33976
Can Solitaire PPS Club Life members earn Reserve Value?	No, because they don't need Reserve Value. Solitaire PPS Club Life members can enjoy their status without having to renew their membership.	https://www.singaporeair.com/en_UK/in/faqCategory/?category=33976
What if my Solitaire PPS Club membership is not renewed?	If the Reserve Value you have, together with the PPS Value you earned during your current membership year, is less than S$25,000, your Solitaire PPS Club membership will not be renewed at the end of your current membership year. You will become a PPS Club member for 12 months. During this time, you will be upgraded to Solitaire PPS Club status once again if you earn a PPS Value of SGD 25,000.	https://www.singaporeair.com/en_UK/in/faqCategory/?category=33976
What if my PPS Club membership is not renewed?	If the Reserve Value you have, together with the PPS Value you earned by the end of your current membership year, is less than S$25,000, your PPS Club membership will not be renewed. Please refer to the table below for more information.If you have been a PPS Club member... With less than S$25,000 in PPS Value and Reserve Value at the end of current membership yearFor more than a yearYou will become a KrisFlyer Elite Gold member, regardless of the number of Elite miles you haveFor only a yearYou will become a KrisFlyer Elite Gold or KrisFlyer Elite Silver member	https://www.singaporeair.com/en_UK/in/faqCategory/?category=33976
I've earned more than SGD 25,000 in PPS Value before my membership year has ended. Will my membership be renewed early?	Your membership will be renewed on the 11th month of your membership year, as long as you have accrued PPS Value of more than S$25,000 by then. Any PPS Value you earn on top of S$25,000 is saved as Reserve Value - which counts towards your membership renewal the following year.	https://www.singaporeair.com/en_UK/in/faqCategory/?category=33976
Why is the expiry date on my PPS Club membership card different from the membership expiry date stated when I log in online?	As a PPS Club member, your membership year lasts until the end of the 12th month from the date of your upgrade or renewal. For your convenience, your membership card is valid for an extra month after the end of your membership year so that you can continue to enjoy the benefits of your status as you wait for the delivery of your new membership card.However, if your membership status is upgraded or not renewed, the benefits of the new tier will take effect from the start of your new membership year - and not after the expiry date on your membership card.	https://www.singaporeair.com/en_UK/in/faqCategory/?category=33976
How can I claim missing PPS Value?	The same way you claim missing miles - [log in ](/kfLogin.form)and enter your full name, flight number and destination. You'll normally see your PPS Value between two and four weeks after your flight. If your missing PPS Value is still not there after 4 weeks, just [let us know](/en_UK/feedback-enquiry/).	https://www.singaporeair.com/en_UK/in/faqCategory/?category=33976
How can I subscribe to PPS Club News?	It's easy. Just: * [Log in](/kfLogin.form) and click on Profile, then Preferences. * Click on the 'Edit' button. * Check the box against 'KrisFlyer electronic newsletter'. * Click on the 'Save' button.	https://www.singaporeair.com/en_UK/in/faqCategory/?category=33976
What are the changes to the PPS Club? When will these be implemented?	We will be introducing the following changes to the PPS Club programme:\n\n> 1. New PPS Club benefits and PPS Rewards will be implemented with effect from 1 June 2017 2. Changes to Solitaire PPS Club membership structure will be implemented with effect from 1 June 2018, one year from the time of announcement.\n\nPlease [click here](http://www.singaporeair.com/en_UK/sg/ppsclub-krisflyer/ppsclub/the-ppsclub/ppsclub-changes) for more information.	https://www.singaporeair.com/en_UK/in/faqCategory/?category=15405
Why are you making these changes to the PPS Club programme?	These changes are part of our ongoing efforts to enhance the PPS Club programme, aimed at delivering even more benefits and rewards to our most valued members. They are being introduced after review of the PPS Club programme and taking onboard feedback from our valued PPS Club members.	https://www.singaporeair.com/en_UK/in/faqCategory/?category=15405
How will PPS Club members benefit from these changes?	PPS Club members will enjoy even more benefits and rewards for their travel.	https://www.singaporeair.com/en_UK/in/faqCategory/?category=15405
Are PPS Rewards applicable to all PPS Club members? How do I qualify for PPS Rewards?	PPS Rewards are applicable to all PPS Club members, whose current annual spend (current PPS Value) meets the eligibility criteria. Please [click here](http://www.singaporeair.com/en_UK/sg/ppsclub-krisflyer/ppsclub/the-ppsclub/ppsclub-changes) for information on the PPS Rewards and spend thresholds.	https://www.singaporeair.com/en_UK/in/faqCategory/?category=15405
Can Solitaire PPS Club supplementary card holders earn PPS Rewards as well?	PPS Rewards are an exclusive benefit for PPS Club members. This does not apply to Solitaire PPS Club supplementary card holders.	https://www.singaporeair.com/en_UK/in/faqCategory/?category=15405
Are PPS Rewards applicable to KrisFlyer Basic and KrisFlyer Elite members?	PPS Rewards are an exclusive benefit for PPS Club members. This is not available for KrisFlyer Basic and KrisFlyer Elite members.	https://www.singaporeair.com/en_UK/in/faqCategory/?category=15405
Can I use my Reserve Value to earn PPS Rewards?	Reserve Value does not count towards your eligibility for PPS Rewards. PPS Rewards are awarded based on fresh spend (current PPS Value) in your current PPS Club membership year.	https://www.singaporeair.com/en_UK/in/faqCategory/?category=15405
How can I track the PPS Rewards I have / am going to attain?	To track your PPS Rewards, please check the "PPS Rewards" tab under your Account Summary when you log in to your KrisFlyer account.	https://www.singaporeair.com/en_UK/in/faqCategory/?category=15405
How do I use PPS Rewards? How do I apply a PPS Reward to my booking?	PPS Rewards may be used via the following channels:\n\n> 1. 1. Self-service online at singaporeair.com. * PPS Club members may log-in to their KrisFlyer account on singaporeair.com for more information on how to apply their PPS Rewards to a flight booking. Simply select the "PPS Rewards" tab in your Account Summary on singaporeair.com. * Terms and conditions governing the use of PPS Rewards are available [here](http://www.singaporeair.com/saar5/pdf/ppsclub_krisflyer/others/PPSRewards_TC.pdf). 1. KrisFlyer Membership Services	https://www.singaporeair.com/en_UK/in/faqCategory/?category=15405
Can PPS Rewards be used for bookings for my supplementary card holder or redemption nominees?	The 50,000 KrisFlyer Miles Redemption Discount, Standby Upgrade and Advance Upgrade Rewards may be used for bookings your redemption nominees as well as your Solitaire PPS Club supplementary card holder, if he/she is a redemption nominee.The Double Miles Accrual Reward, however, may only be used for bookings for the principal PPS Club member.	https://www.singaporeair.com/en_UK/in/faqCategory/?category=15405
How long are PPS Rewards valid for? Can the validity of PPS Rewards be extended?	PPS Rewards are valid for 1 year from the issuance date. Please use your PPS Reward by applying it to an eligible booking before the expiry date. We regret that we will not be able to extend the validity of the rewards.	https://www.singaporeair.com/en_UK/in/faqCategory/?category=15405
Does that mean the flight to which I am applying my PPS Reward, has to be completed before the expiry of the PPS Reward?	PPS Rewards may be applied to a flight date beyond its validity, as long as the application of the PPS Reward was done before its expiry. Please refer to the terms and conditions governing the use of PPS Rewards[ here](http://www.singaporeair.com/saar5/pdf/ppsclub_krisflyer/others/PPSRewards_TC.pdf).	https://www.singaporeair.com/en_UK/in/faqCategory/?category=15405
How can I check the expiry date of my PPS Rewards?	PPS Club members may log in to their KrisFlyer account on singaporeair.com to check the validity of their PPS Rewards. Simply select the "PPS Rewards" tab in your Account Summary after logging in. PPS Club members may also [click here](http://www.singaporeair.com/en_UK/sg/ppsclub-krisflyer/ppsclub/the-ppsclub/ppsclub-changes) for more information.	https://www.singaporeair.com/en_UK/in/faqCategory/?category=15405
Are PPS Rewards transferable?	PPS Rewards are strictly non-transferable. However, you may use the 50,000 KrisFlyer Miles Redemption Discount, Standby Upgrade and Advance Upgrade Rewards for bookings for your redemption nominees as well as your Solitaire PPS Club supplementary card holder, if he/she is a redemption nominee.	https://www.singaporeair.com/en_UK/in/faqCategory/?category=15405
Where can I find the terms and conditions governing the use of PPS Rewards?	Terms and conditions governing the use of PPS Rewards are available [here](http://www.singaporeair.com/saar5/pdf/ppsclub_krisflyer/others/PPSRewards_TC.pdf).	https://www.singaporeair.com/en_UK/in/faqCategory/?category=15405
How many types of Singapore Stopover Holiday packages are there?	There are three types of Singapore Stopover Holiday packages: * Basic Singapore Stopover Holiday * Singapore Stopover Holiday * Singapore Stopover PremiumEach of these packages includes hotel accommodation and other great benefits.If you've already booked your hotel accommodation, or are only stopping in Singapore for a few hours, you can always purchase a Singapore Explorer Pass and enjoy admission to over 15 of the most popular tourist attractions such as the Singapore Zoo, Jurong Bird Park and Singapore Flyer. Simply choose from 1-day, 2-day and 3-day passes.	https://www.singaporeair.com/en_UK/in/faqCategory/?category=29500
What does each Singapore Stopover Holiday package comprise?	Each Singapore Stopover Holiday package covers hotel accommodation and other great benefits.BenefitsBasic Singapore Stopover Holiday packageSingapore Stopover Holiday packageSingapore Stopover Premium packageHotel accommodation✓ (Standard room in a 3- or 4-star hotel)✓ (Standard room in a 3- or 4-star hotel)✓ (Standard room in a 4- or 5-star hotel)Airport-hotel-airport transfers✓ (Seat-in coach)✓ (Seat-in coach)✓ (Private car)50% discount at designated food outlets within the hotel (on the à la carte menu)✓✓Breakfast at hotel✓WiFi at hotel✓Admission to over 15 tourist attractions*✓Rides on the SIA Hop-on Bus✓✓* When visiting a tourist attraction, present your Singapore Stopover Holiday attractions card at the entrance. Your attractions card will be given to you at the SIA Stopover Holiday counter located:(i) after Belt 38, Arrival Hall (public area), Singapore Changi Airport Terminal 2(ii) after Belt 41, at the Arrival Hall (public area), Singapore Changi Airport Terminal 3Transfers to and from the attractions are not included in the package price.	https://www.singaporeair.com/en_UK/in/faqCategory/?category=29500
How do I book a Singapore Stopover Holiday?	You can book a Singapore Stopover Holiday as you book a flight on singaporeair.com or with your local Singapore Airlines or SilkAir office, as long as it's at least 72 hours before your stop in Singapore.If you've already booked a flight on our website or through your local Singapore Airlines office, simply enter your Booking Reference in the 'Manage Booking' section of this website. You can add a Singapore Stopover Holiday to your booking there, as long as: * your itinerary includes a stop of at least 24 hours in Singapore (or else, changes to your flight will be necessary); and * your booking is made at least 72 hours prior to the hotel check-in date.Singapore Stopover Holiday packages can't be purchased from the SIA Stopover Holiday counter.	https://www.singaporeair.com/en_UK/in/faqCategory/?category=29500
What personal information should I provide?	You're required to provide your: * full name (as in your passport) * flight details, including the date you arrive in Singapore * length of stay * [preferred hotel](/en_UK/plan-travel/packages/singapore-stopover-holiday/ssh-hotels-listing/), with one or two alternatives * choice of single, twin or triple occupancy	https://www.singaporeair.com/en_UK/in/faqCategory/?category=29500
Will I get a receipt after purchasing a Singapore Stopover Holiday?	Yes, you will receive a receipt via email. You're encouraged to print a copy of the receipt for your reference.You will also receive a Virtual Multi-Purpose Document (vMPD) or Electronic Miscellaneous Document (EMD), which states the name of your confirmed hotel and return airport transfers. Print a copy of this and present it to the ground operator and hotel when you arrive. If you're unable to produce these documents, the hotel may charge you the published room rate instead of the preferred Singapore Stopover Holiday rate.	https://www.singaporeair.com/en_UK/in/faqCategory/?category=29500
What happens when I arrive at Singapore Changi Airport?	Whether you arrive at Terminal 2 or 3, proceed to the SIA Stopover Holiday counter to present your documents and the ground operator will assist you.	https://www.singaporeair.com/en_UK/in/faqCategory/?category=29500
What do the complimentary return airport transfers comprise?	Airport transfers are provided in an air-conditioned coach or minibus. When you arrive at the SIA Stopover Holiday counter, the ground operator will book your return airport transfers. A change in pick-up time is subject to availability. Please contact the ground operator at:Transfers Hotline6732 7928 (8am to 8pm daily)9145 8660 (after 8pm)	https://www.singaporeair.com/en_UK/in/faqCategory/?category=29500
What is advance seat selection?	When making your booking with Singapore Airlines, you will have the option to select your seats in advance. Depending on the class of travel, the fare type you choose and your membership tier, you may be required to pay an advance seat selection fee.If you choose not to select your seats in advance, you may enjoy complimentary seat selection from remaining available seats once online check-in is open, 48 hours before your flight departs.	https://www.singaporeair.com/en_UK/in/faqCategory/?category=28923
Do I have to pay to select my seats in advance?	Passengers in Suites, First Class, and Business Class will enjoy complimentary seat selection at all times. Passengers in Premium Economy Class will enjoy complimentary seat selection, and may pay a fee to select Extra Legroom Seats. The Economy Flexi fare allows passengers to have access to Standard and Forward Zone Seats for free in advance from time of booking. The Economy Standard fare allows passengers to select in advance Standard Seats for free and pay a small fee for Forward Zone Seats, while passengers who choose the Economy Lite fare can select Standard or Forward Zone Seats in advance for a small fee.If you are a PPS Club, KrisFlyer Elite Gold or KrisFlyer Elite Silver member, you can select seats from certain categories in advance for free, in accordance with your membership tier, regardless of the fare type you choose. For more details, please click [here](https://www.singaporeair.com/en_UK/in/flying-withus/fare-types/ppskrisflyer-privileges/).	https://www.singaporeair.com/en_UK/in/faqCategory/?category=28923
Do I have to pay to select seats for infants or children?	Families travelling with children or infants in the same booking will be able to select Standard Seats in advance for free.	https://www.singaporeair.com/en_UK/in/faqCategory/?category=28923
Do I have to pay a seat selection fee for each flight if I have multiple flights in my itinerary?	Advance seat selection is dependent on the fare type you choose, and for each segment of your trip.	https://www.singaporeair.com/en_UK/in/faqCategory/?category=28923
My ticket was issued before 20 January 2018, and I have already selected a seat. Will I lose my seat now that the fare conditions have changed?	Any seat you have selected will not change as long as your ticket was issued before 20 January 2018. This applies to all fare types in Economy Class.	https://www.singaporeair.com/en_UK/in/faqCategory/?category=28923
My booking has not been ticketed, but I have already selected a seat. Will I lose my seat now that the fare conditions have changed?	If you have not issued your ticket before 20 January 2018, you will have to select a new seat and advance seat selection fees may be applicable, depending on the fare type. If your booking is ticketed before 20 January 2018, any seat you have selected will not change.	https://www.singaporeair.com/en_UK/in/faqCategory/?category=28923
My booking has not been ticketed, and I have not selected a seat. Can I select my seat in advance for free on or after 20 January 2018?	If your booking has not been ticketed before 20 January 2018, advance seat selection fees may be applicable depending on your fare type.	https://www.singaporeair.com/en_UK/in/faqCategory/?category=28923
My ticket on an Economy Lite fare was issued before 20 January 2018, but I have not selected a seat. Will I be able to select a seat in advance, now that the fare conditions have changed?	Yes, you will be able to select your seats in advance for free.	https://www.singaporeair.com/en_UK/in/faqCategory/?category=28923
How can I find out the fee amount for advance seat selection?	Advance seat selection fees will vary depending on the seat type selected and the flight. For the fee list, please click [here](http://www.singaporeair.com/en_UK/sg/travel-info/charges-changes/taxes-service-fees)	https://www.singaporeair.com/en_UK/in/faqCategory/?category=28923
How can I purchase a seat selection in advance?	There are three ways you can purchase a seat selection in advance: 1. During the booking process - The cost of your seat selection as applicable will be added to your total fare in your booking summary. 2. In the 'Manage Booking' section on singaporeair.com - Enter your booking reference number and last name, and make your selections and payment. 3. Get in touch with a Singapore Airlines ticketing office closest to you. [Find one here](http://www.singaporeair.com/en_UK/contact-us/).	https://www.singaporeair.com/en_UK/in/faqCategory/?category=28923
Will I be able to sit on an Emergency Exit Row seat?	In compliance with the flight safety guidelines of the Civil Aviation Authority of Singapore, passengers sitting in seats next to the emergency exit doors must: * Be at least 15 years of age on the date of the first flight; * Be fully able-bodied and have sufficient physical dexterity, strength and mobility to open and pass through the emergency exit doors without assistance and without impeding others; * Be able to follow the safety instructions in English; * Be in good health at the time of check-in, boarding, and during the flight; * Not be pregnant; * Not be an unaccompanied minor; * Not be an elderly or frail person who appears incapable of operating or assisting with the operation of the emergency exit; * Not be a passenger with restricted mobility, which shall include persons with a physical or intellectual disability, persons who are using wheelchair or other assistive devices, and persons who are impaired due to any other cause as they may endanger themselves or others in the event of an emergency; * Not be directly responsible for the caring of children, infants, elderly or passengers with restricted mobility; * Not be a deportee or a prisoner in custody; * Not under the influence of any intoxicating substance at check-in, boarding, and during the flight; * Not require an extension seat belt due to a large body size; and * Not use the Inflight Entertainment System during aircraft taxi, take-off or landing.Passengers who select an Emergency Exit Row seat and do not meet any of these criteria at the time of check-in, boarding or during the flight, may be re-assigned to another seat with no refunds.	https://www.singaporeair.com/en_UK/in/faqCategory/?category=28923
Can I change my seat after I've selected one?	All seat selections made in advance are not refundable or transferrable to another seat or another flight. If you change to a seat that requires a fee, the amount you paid for your previous selection will not be used to offset your new selection. However, you can change your seat for free from 48 hours up to 1.5 hours before your flight departs, subject to availability.	https://www.singaporeair.com/en_UK/in/faqCategory/?category=28923
If I upgrade my fare type from Economy Lite to Economy Flexi, will I be refunded for the Standard Seat I paid for when I purchased the Economy Lite fare?	No, paid seat selections are not refundable.	https://www.singaporeair.com/en_UK/in/faqCategory/?category=28923
I've selected my Standard Seat in advance; however, the aircraft has changed. Will I be allocated the same seat on the new aircraft?	Due to operational reasons, we may have to deploy other aircraft types in order to keep to the flight schedule. We will do our best to allocate you a similar seat.	https://www.singaporeair.com/en_UK/in/faqCategory/?category=28923
I've selected my Forward Zone Seat in advance; however, the aircraft has changed and I wasn't allocated the same seat. Can I get a refund of the paid seat selection fee?	Due to operational reasons, we may have to deploy other aircraft types in order to keep to the flight schedule. We will do our best to allocate you a similar seat in the same zone. If you are allocated a seat in a different zone, the advance seat selection fee you have paid may be refunded.	https://www.singaporeair.com/en_UK/in/faqCategory/?category=28923
What is 'Secure My Fare'?	'Secure My Fare' is a booking option available on the Singapore Airlines website and mobile app that gives you the opportunity to hold your booking and fare for up to 3 days. Now, you have more time to confirm your travel details without having to worry that the displayed fare might go up in price.	https://www.singaporeair.com/en_UK/in/faqCategory/?category=15323
How can I make a 'Secure My Fare' booking?	When choosing your flights via the Singapore Airlines website or mobile app, you will be given the 'Secure Fare' option. Simply pay the holding fee, and your booking and fare will be secured for up to 3 days. You can then confirm your booking by paying the full fare within this hold period.The holding fee is not deducted from the final cost of your ticket, and will not be refunded if the booking is not confirmed.	https://www.singaporeair.com/en_UK/in/faqCategory/?category=15323
How do I know if my itinerary is eligible for 'Secure My Fare'?	After choosing your flights, eligible itineraries will have a 'Secure Fare' button enabled for selection. Currently, 'Secure My Fare' is only available for:• Flights operated by Singapore Airlines;• Non-redemption bookings; and• Economy class bookingsWhether an itinerary is eligible or not will also depend on travel dates, origin/destination, and fare conditions.	https://www.singaporeair.com/en_UK/in/faqCategory/?category=15323
How do I know the hold period for my 'Secure My Fare' booking?	'Secure My Fare' bookings usually have a hold period of 3 days, but this might vary depending on the itinerary and fare conditions (e.g. a promotional fare may have a shorter hold period of 1 day).Your final hold period and payment deadline will be confirmed at the payment page.In case you change your mind about a 'Secure My Fare' booking at the payment page, you will be given an option to confirm and pay for your booking immediately without having to restart your booking.	https://www.singaporeair.com/en_UK/in/faqCategory/?category=15323
Can I select my seats, make special requests or purchase any add-ons during my 'Secure My Fare' booking?	You will only be able to add more products to your journey after your booking is confirmed and fully paid. You may do so via Manage Booking.	https://www.singaporeair.com/en_UK/in/faqCategory/?category=15323
How much is the holding fee for a 'Secure My Fare' booking?	The holding fee is around SGD 5-20 per passenger, and can vary depending on the flights in your itinerary. Your holding fee amount will be stated underneath the 'Secure Fare' button on the flight search page. The same information will be presented on the payment page before payment confirmation.	https://www.singaporeair.com/en_UK/in/faqCategory/?category=15323
What forms of payment are accepted for payment of my holding fee?	After confirming passenger details, you will be directed to the payment page where you can pay your holding fee. Payment of the holding fee must be by credit card only. The option to pay with KrisFlyer miles or direct debit is not available.	https://www.singaporeair.com/en_UK/in/faqCategory/?category=15323
Can I pay my holding fee in a different currency?	When you pay with your credit card, you can choose from a range of available currency options after entering your card details. Do note that your bank will perform the relevant conversion at their prevailing exchange rate and may charge a conversion fee.	https://www.singaporeair.com/en_UK/in/faqCategory/?category=15323
How will I know if my 'Secure My Fare' booking is successful?	Upon payment, you will be sent a Secured Fare confirmation email. This email will contain your 6-digit Booking Reference, and a reminder on your payment deadline.An e-receipt for each passenger will also be auto-generated and attached to this confirmation email. Further reminders on your payment deadline will not be sent.	https://www.singaporeair.com/en_UK/in/faqCategory/?category=15323
How can I view bookings that have their fare secured?	Log-in to Manage Booking using your booking reference number and last name to view such bookings.You may also log-in to your KrisFlyer account if your 'Secure My Fare' booking was made using your membership number.	https://www.singaporeair.com/en_UK/in/faqCategory/?category=15323
Can I change details of my 'Secure My Fare' booking?	Bookings that have their fare secured cannot be changed during the hold period. If you need to modify your booking, you should make a new booking instead and allow the original to expire. Your holding fee will not be refunded.	https://www.singaporeair.com/en_UK/in/faqCategory/?category=15323
Can I cancel or refund my 'Secure My Fare' booking?	Bookings that have their fare secured will be automatically cancelled once the hold period has passed, so you may simply allow it to expire. Your holding fee will not be refunded.For 'Secure My Fare' bookings made in the USA that include travelling to or from the USA, a full refund of the holding fee is applicable if cancellations are made within 24 hours of that holding fee payment. Please contact your local Singapore Airlines office for assistance.	https://www.singaporeair.com/en_UK/in/faqCategory/?category=15323
How do I confirm my booking?	You may log-in to Manage Booking using your booking reference number and last name to complete full payment and confirm your on booking.You may also log-in to your KrisFlyer account if your 'Secure My Fare' booking was made using your membership number.	https://www.singaporeair.com/en_UK/in/faqCategory/?category=15323
Can I pay the fare amount using a different payment method or in a different currency from my holding fee?	Yes, you will be allowed to select different payment options and currency options when you confirm your booking. The option to Pay With Miles will also be available.If you choose to pay by credit, do note that a credit card surcharge may apply in addition to your secured fare. Your secured fare will be held in its original currency. If you choose to pay the full fare amount using a different currency, your bank will perform the relevant conversion at their prevailing exchange rate and may also charge a conversion fee.	https://www.singaporeair.com/en_UK/in/faqCategory/?category=15323
What happens after I complete payment of the fare and confirm my booking?	Your ticket will be issued upon full payment of the secured fare. You may then proceed to add more products to your journey (e.g. seat selection, special requests, add-on purchases) via Manage Booking.Rules on ticket changes, cancellations and refunds will be subject to your fare conditions.	https://www.singaporeair.com/en_UK/in/faqCategory/?category=15323
Can I book a ticket on singaporeair.com for an infant?	Yes, you can book a ticket for an infant if he/she is more than 7 days and less than 2 years old at the point of travel. Each infant in the booking must travel with an adult who is 18 years of age or older at the time of departure.	https://www.singaporeair.com/en_UK/in/faqCategory/?category=29961
How many infant tickets can I book on singaporeair.com?	Each infant must travel with one adult who is 18 years of age or older. If you're travelling alone with more than one infant, get in touch with your [local Singapore Airlines office](/en_UK/contact-us/) for assistance.	https://www.singaporeair.com/en_UK/in/faqCategory/?category=29961
Am I guaranteed a bassinet with an infant ticket?	Only a limited number of bassinets are available on board and offered on a first-come, first-served basis. When booking online, you can request a bassinet in the 'Select seats' section, prior to making your payment. If a bassinet is not available, your infant will be seated in your lap and we'll provide you with an infant seatbelt. Bassinet sizes may vary by aircraft. Our smallest bassinet measures at 768mm / 30.76in (L) x 298mm / 11.96in (W) x 158mm/ 8in (H), and can support a maximum weight of 14kg / 30.8lbs.	https://www.singaporeair.com/en_UK/in/faqCategory/?category=29961
My infant and I have been assigned a bassinet seat. Can I change this seat online?	Yes, you can change your assigned seat to another bassinet or a non-bassinet seat.If you wish to take up a non-bassinet seat, get in touch with your [local Singapore Airlines office](/en_UK/contact-us/). Please be reminded that when you give up your bassinet seat, you're also giving up the bassinet.	https://www.singaporeair.com/en_UK/in/faqCategory/?category=29961
If my infant cannot fit in the bassinet, can I buy him/her a seat?	Our smallest bassinet measures at 768mm / 30.76in (L) x 298mm / 11.96in (W) x 158mm/ 8in (H), and can support a maximum weight of 14kg / 30.8lbs. If your infant cannot fit in the bassinet, you can get in touch with your [local Singapore Airlines office](/en_UK/contact-us/) to purchase a separate seat.	https://www.singaporeair.com/en_UK/in/faqCategory/?category=29961
What is the baggage allowance for infants?	Infants are entitled to one piece of baggage, up to 23kg for Economy and Premium Economy Class bookings or 32kg for Business and First Class bookings to and from United States. For all other destinations other than United States, infants are entitled to 10kg baggage allowance. The sum of the length, width and height of the infant's checked-in baggage should not exceed 158cm (62 inches). You can also check in a fully collapsible stroller or pushchair and carry-cot or car seat for free.	https://www.singaporeair.com/en_UK/in/faqCategory/?category=29961
Can I request for a special meal for my infant?	Yes. Meals suitable for infants are available on all of our flights, except those to and from Singapore and Kuala Lumpur. Simply request the meal when you make your booking, and the same type of infant meal will be provided for all the flights in your itinerary.	https://www.singaporeair.com/en_UK/in/faqCategory/?category=29961
Are baby amenities available on board?	General baby amenities such as diapers, disposable bibs, feeding bottles, and baby wipes are also available. However, we recommend that you bring your own - as we can only carry a limited quantity and these amenities may not be able to match your specific requirements.	https://www.singaporeair.com/en_UK/in/faqCategory/?category=29961
How much breast milk can I carry on board to nurse my infant and is there an additional baggage allowance for that?	If you're departing from Singapore, you can carry as much breast milk as you need to nurse your infant for the entire journey. The combined weight of the infant food, breast milk and amenities you may bring on board should not exceed 6kg. This is in addition to your 7kg free cabin baggage allowance.If you're departing from other countries, get in touch with your [local Singapore Airlines office](/en_UK/contact-us/) for assistance.	https://www.singaporeair.com/en_UK/in/faqCategory/?category=29961
I would like to carry breast milk on board. Are there storage facilities on board, or do I have to bring a cooler bag?	You can store the milk in our chillers but we have limited space, as the chillers are used for passengers' meals. Storage in the chillers is hence subject to space availability. We can only accept 100ml bottles to be stored in the chillers due to space constraints in our chillers on board.As the temperature of the chillers is not controllable on board, we recommend you store the milk in a smaller cooler bag measuring 17cm x 17cm x 23cm or smaller, with ice packs or other cooling apparatus as required to ensure the milk is chilled.	https://www.singaporeair.com/en_UK/in/faqCategory/?category=29961
