Question_id	Question	Answer	PageRank
236	On some flights, why can’t I get the seat indicated in my preferences?	Your seat preference is stored on your profile for your convenience, so that it can be pre-selected for you whenever you make a booking with us. However, seats are allocated on a first-come-first-served basis – so if your seat is no longer available when you make your booking, another seat will be given to you.	0
237	Can Reserve Value be extended?	No. If you’re a PPS Club member, Reserve Value is valid until the end of the 36th month (3 years). If you’re a Solitaire PPS Club member, Reserve Value is valid until the end of the 36th month (3 years) if credited before 8 October 2013, and until the end of the 72nd month (6 years) if credited after.To maximise the validity of your Reserve Value, your membership will always be renewed using your Reserve Value before adding the PPS Value you’ve earned in your current membership year.	0
238	Do Solitaire PPS Club Supplementary cardholders have the same benefits as Solitaire PPS Club members?	No. Solitaire PPS Club Supplementary cardholders enjoy many, but not all, of the privileges of Solitaire PPS Club membership. To find out more about Solitaire PPS Club Supplementary cardholders privileges, click here.When it comes to earning of PPS Value as well as KrisFlyer and Elite miles, Solitaire PPS Club Supplementary cardholders will have them credited to the account that corresponds with their own membership status within the KrisFlyer or PPS Club programme.	0
239	Will a Solitaire PPS Club Supplementary cardholder also have Reserve Value?	Only PPS Club and Solitaire PPS Club members can have Reserve Value. If your Supplementary Solitaire PPS Club cardholder is also a PPS Club or Solitaire PPS Club member, the Reserve Value he/she has will be credited to his/her account.	0
240	Can Solitaire PPS Club Life members earn Reserve Value?	No, because they don’t need Reserve Value. Solitaire PPS Club Life members can enjoy their status without having to renew their membership.	0
241	What if my Solitaire PPS Club membership is not renewed?	If the Reserve Value you have, together with the PPS Value you earned during your current membership year, is less than S$25,000, your Solitaire PPS Club membership will not be renewed at the end of your current membership year. You will become a PPS Club member for 12 months. During this time, you will be upgraded to Solitaire PPS Club status once again if you earn a PPS Value of SGD 25,000.	0
242	What if my PPS Club membership is not renewed?	If the Reserve Value you have, together with the PPS Value you earned by the end of your current membership year, is less than S$25,000, your PPS Club membership will not be renewed. Please refer to the table below for more information.	0
243	I’ve earned more than SGD 25,000 in PPS Value before my membership year has ended. Will my membership be renewed early?	Your membership will be renewed on the 11th month of your membership year, as long as you have accrued PPS Value of more than S$25,000 by then. Any PPS Value you earn on top of S$25,000 is saved as Reserve Value – which counts towards your membership renewal the following year.	0
244	Why is the expiry date on my PPS Club membership card different from the membership expiry date stated when I log in online?	As a PPS Club member, your membership year lasts until the end of the 12th month from the date of your upgrade or renewal. For your convenience, your membership card is valid for an extra month after the end of your membership year so that you can continue to enjoy the benefits of your status as you wait for the delivery of your new membership card.However, if your membership status is upgraded or not renewed, the benefits of the new tier will take effect from the start of your new membership year – and not after the expiry date on your membership card.	0
245	How can I claim missing PPS Value?	The same way you claim missing miles – log in and enter your full name, flight number and destination. You’ll normally see your PPS Value between two and four weeks after your flight. If your missing PPS Value is still not there after 4 weeks, just let us know.	0
246	How can I subscribe to PPS Club News?	It’s easy. Just:	0
247	Who is eligible for the PPS Connect service?	All PPS Club members worldwide will be able to enjoy the PPS Connect service.	0
248	What are the benefits of using this service?	Regardless of your location, you will be able to use the PPS Connect service number +6591848888 to contact us. When you are traveling, the callback will be an incoming call to you so you will bear the incoming call charges rather than outgoing call charges, which results in significant cost savings. You also do not have to be put on hold or navigate through the call centre voice menus.	0
249	How do I use this service?	Simply access PPS Connect service through the SQ Mobile app or compose a text message in this format: PPS<space><PPS Club membership number> and send it to +6591848888. An example of a completed text message would read “PPS 8012345678”.Upon receiving your request for a callback, we will send you an auto-acknowledgement text message and we will call you back as soon as possible.	0
250	Where do I locate the PPS Connect service function in the SQ Mobile app?	Please click on the side menu of your SQ Mobile app and select ‘KrisFlyer’ from the drop-down list. You can access the PPS Connect service by clicking on the ‘Request a call back with PPS Connect’ button.	0
251	Can I use a mobile number that is not updated in my PPS Club membership profile?	The system will only accept callback requests from mobile numbers that are updated in your PPS Club membership profile.	0
252	Is this service extended to supplementary cardholders?	This service is currently not extended to supplementary cardholders.	0
253	If I am unable to pick up my call or if I am engaged in another phone conversation, what will happen?	We will attempt to contact you a second time. If we are unsuccessful on both attempts to contact you, we will notify you via a text message. If this happens, please submit another callback request to us either via the SQ Mobile app or via a text message.	0
254	Will I be able to use this service in countries with non-GSM networks like Japan and Korea?	You will require a 3G mobile device to be able to use this service when in Japan or Korea.	0
255	Will I be able to contact Singapore Airlines by calling +6591848888 instead?	No, the PPS Connect service number +6591848888 can only receive text messages and not voice calls.	0
256	Can I use this service to speak to a non-English speaking agent?	Sorry, we currently only offer the PPS Connect service in English and we are not able to provide this service in other languages.	0
257	Can I submit a callback request from one number and receive the callback on another number?	The PPS Connect callback service is only available through the mobile number from which you have submitted the callback request.	0
258	I have been receiving auto-acknowledgement text messages for this service from numbers other than +6591848888. Why is this so?	In some countries such as China, India and the United States, auto-acknowledgement text messages cannot be sent from the PPS Connect number (+6591848888) due to local regulations.However, PPS Club members will be able to identify the auto-acknowledgement text messages by the “PPSConnect:” preface at the beginning of the auto-acknowledgement text message.	0
259	There used to be a one-time registration link for this service but I cannot find the link anymore. Has something changed?	We have enhanced our system such that all PPS Club members are automatically eligible for PPS Connect service. You no longer have to complete a one-time registration to use this service.	0
260	I was able to access this service through the SQ Mobile app but after 24 August 2015, I was unable to do so. Why is this so?	PPS Connect service is exclusively for PPS Club members only. Non-PPS Club members are not eligible for PPS Connect service.Eligible PPS Club members continue to be able to access PPS Connect by updating their SQ Mobile app to the latest version that was released on 24 August 2015.	0
261	I was a PPS Club member when I registered for the service. Will I continue to be eligible for PPS Connect service?	PPS Connect service is exclusively for PPS Club members only. Non-PPS Club members are not eligible for PPS Connect service.	0
262	What are the changes to the PPS Club? When will these be implemented?	We will be introducing the following changes to the PPS Club programme:Please click here for more information.	0
263	Why are you making these changes to the PPS Club programme?	These changes are part of our ongoing efforts to enhance the PPS Club programme, aimed at delivering even more benefits and rewards to our most valued members. They are being introduced after review of the PPS Club programme and taking onboard feedback from our valued PPS Club members.	0
264	How will PPS Club members benefit from these changes?	PPS Club members will enjoy even more benefits and rewards for their travel.	0
265	Are PPS Rewards applicable to all PPS Club members?  How do I qualify for PPS Rewards?	PPS Rewards are applicable to all PPS Club members, whose current annual spend (current PPS Value) meets the eligibility criteria. Please click here for information on the PPS Rewards and spend thresholds.	0
266	Can Solitaire PPS Club supplementary card holders earn PPS Rewards as well?	PPS Rewards are an exclusive benefit for PPS Club members. This does not apply to Solitaire PPS Club supplementary card holders.	0
267	Are PPS Rewards applicable to KrisFlyer Basic and KrisFlyer Elite members?	PPS Rewards are an exclusive benefit for PPS Club members. This is not available for KrisFlyer Basic and KrisFlyer Elite members.	0
268	Can I use my Reserve Value to earn PPS Rewards?	Reserve Value does not count towards your eligibility for PPS Rewards. PPS Rewards are awarded based on fresh spend (current PPS Value) in your current PPS Club membership year.	0
269	How can I track the PPS Rewards I have / am going to attain?	To track your PPS Rewards, please check the “PPS Rewards” tab under your Account Summary when you log in to your KrisFlyer account.	0
270	How do I use PPS Rewards? How do I apply a PPS Reward to my booking?	PPS Rewards may be used via the following channels:	0
271	Can PPS Rewards be used for bookings for my supplementary card holder or redemption nominees?	The 50,000 KrisFlyer Miles Redemption Discount, Standby Upgrade and Advance Upgrade Rewards may be used for bookings your redemption nominees as well as your Solitaire PPS Club supplementary card holder, if he/she is a redemption nominee.The Double Miles Accrual Reward, however, may only be used for bookings for the principal PPS Club member.	0
272	How long are PPS Rewards valid for? Can the validity of PPS Rewards be extended?	PPS Rewards are valid for 1 year from the issuance date. Please use your PPS Reward by applying it to an eligible booking before the expiry date. We regret that we will not be able to extend the validity of the rewards.	0
273	Does that mean the flight to which I am applying my PPS Reward, has to be completed before the expiry of the PPS Reward?	PPS Rewards may be applied to a flight date beyond its validity, as long as the application of the PPS Reward was done before its expiry. Please refer to the terms and conditions governing the use of PPS Rewards here.	0
274	How can I check the expiry date of my PPS Rewards?	PPS Club members may log in to their KrisFlyer account on singaporeair.com to check the validity of their PPS Rewards. Simply select the “PPS Rewards” tab in your Account Summary after logging in. PPS Club members may also click here for more information.	0
275	Are PPS Rewards transferable?	PPS Rewards are strictly non-transferable. However, you may use the 50,000 KrisFlyer Miles Redemption Discount, Standby Upgrade and Advance Upgrade Rewards for bookings for your redemption nominees as well as your Solitaire PPS Club supplementary card holder, if he/she is a redemption nominee.	0
276	Where can I find the terms and conditions governing the use of PPS Rewards?	Terms and conditions governing the use of PPS Rewards are available here.	0
277	I have applied a Double KrisFlyer Miles Reward to my upcoming booking.  What will happen if I make changes to my booking?	The Double KrisFlyer Miles Reward will be removed and will not be automatically transferred to the new itinerary if you make changes to your booking. The Double KrisFlyer Miles Reward that was applied to your booking will be refunded to your account, as long as it is still valid.If you are making the changes through KrisFlyer Membership Services, please inform the customer service agent that you have a Double KrisFlyer Miles Reward applied to your booking. The customer service agent may then assist you to re-apply the Double KrisFlyer Miles Reward to your new itinerary, as applicable.Alternatively, you may re-apply the Double KrisFlyer Miles Reward, if valid, to your new itinerary via singaporeair.com as well.	0
278	Can I refund or cancel a Double KrisFlyer Miles Reward that has been applied to my booking?	If you have applied the Double KrisFlyer Miles Reward to a current booking, you may cancel the application before the first outbound flight date in your itinerary.	0
279	Can I apply the Double KrisFlyer Miles Reward retroactively to a flown flight segment?	No, once the flight segment has been flown, a Double KrisFlyer Miles Reward cannot be retroactively applied to it. You may apply the Double KrisFlyer Miles Reward on a future trip.	0
280	I have attained Double KrisFlyer Miles Rewards and would like to apply it to my booking. Why is it not appearing for my booking, under Manage Booking on singaporeair.com?	Please refer to the terms and conditions on the use of Double KrisFlyer Miles Rewards. Your booking may not be eligible for application as Double KrisFlyer Miles Rewards can only be used by the principal PPS Club member, and are not valid for use on redemption bookings.	0
281	What is the 50,000 KrisFlyer Miles Redemption Discount Reward?	The 50,000 KrisFlyer Miles Redemption Discount Reward allows the member to offset 50,000 KrisFlyer miles from the number of miles required for one passenger in a redemption or redemption upgrade booking.	0
282	Can I use the 50,000 KrisFlyer Miles Redemption Discount Reward for my redemption nominees?	Yes, you may use the 50,000 KrisFlyer Miles Redemption Discount Reward for a redemption booking for yourself or your redemption nominees.	0
283	I have applied a Standby Upgrade for my flight.  When will it be confirmed?	Standby Upgrades will be confirmed when you check in at the airport or during flight boarding for the flight segment it has been applied to.	0
284	What is the cutoff timing for applying a Standby Upgrade to my flight booking?	In order to process your Standby Upgrade, this reward needs to be applied to your booking at least 48hours before flight departure of the first segment in your itinerary. Subject to seat availability in the next higher cabin class, your Standby Upgrade will be confirmed at the airport.	0
285	I have applied a Standby Upgrade to my upcoming booking.  What will happen if I make changes to my booking?	The Standby Upgrade will be removed and will not be automatically transferred to the new itinerary if you make changes to your booking. The Standby Upgrade that was applied to your booking will be refunded to your account, as long as it is still valid.If you are making the changes through KrisFlyer Membership Services, please inform the customer service agent that you have a Standby Upgrade applied to your booking. The customer service agent may then assist you to re-apply the Standby Upgrade to your new itinerary, as applicable.Alternatively, you may re-apply the Standby Upgrade, if valid, to your new itinerary via singaporeair.com as well.	0
286	Can I cancel a Standby Upgrade Reward that has been applied to my booking?	If you have applied the Standby Upgrade to a current booking, you may cancel the application at least 48hours before flight departure of the first segment in your itinerary.	0
287	Who should I approach at the airport to ask about the status of my Standby Upgrade?	You will be informed by airport ground staff on the status of your Standby Upgrade during check-in or flight boarding at the airport.	0
288	What will happen to my Standby Upgrade if I did not manage to get an upgrade at the airport?	If your Standby Upgrade is unsuccessful because the next higher cabin class is full, your reward will be credited back to your account within 2 working days, as long as it is still valid. You may still use the Standby Upgrade reward before its expiry date on a future booking.Members are encouraged to use your Standby Upgrade Reward as soon as possible, upon issuance.	0
289	I have attained Standby Upgrade(s) and would like to apply it to my booking. Why is it not appearing for my booking, under Manage Booking on singaporeair.com?	Please refer to the terms and conditions on the use of Standby Upgrades. Standby Upgrades can only be used by the principal PPS Club member and his/her redemption nominees. The original commercial ticket to which you are applying the Standby Upgrade is to be booked in the following classes: Economy class - Y, B, E, M, H or W; Premium Economy Class - S or T; Business Class - Z, C, J or U.	0
290	I have successfully applied an Advance Upgrade.  Can I make changes or cancel/refund my upgrade online?	If your Advance Upgrade has been applied, you are holding a confirmed upgrade to the next higher cabin class. Please contact KrisFlyer Membership Services to change or cancel/refund your Advance Upgrade. The Advance Upgrade will be credited back to your account within 2 working days, as long as it is still valid.	0
291	I have attained Advance Upgrade(s). Why is it not appearing under Manage Booking on singaporeair.com for a booking?	Please refer to the Terms and Conditions on the use of the Advance Upgrade Reward. Advance Upgrades can only be used by the principal PPS Club member and his/her redemption nominees. The original commercial ticket to which you are applying the Advance Upgrade is to be booked in the following classes: Economy class - B, E, Y; Premium Economy Class - P, T, S; Business Class - C, D, J, U, Z.	0
292	Does the non-expiry of KrisFlyer miles apply to all PPS Club members?	Yes, all PPS Club members will enjoy the benefit of KrisFlyer miles that do not expire, as long as they remain in the PPS Club.	0
293	Does the non-expiry of KrisFlyer miles apply to other KrisFlyer membership tiers?	The non-expiry of KrisFlyer miles is currently an exclusive benefit for PPS Club members.	0
294	Does the non-expiry of KrisFlyer miles apply to my Solitaire PPS Club supplementary card holder or my redemption nominee(s)?	Non-expiry of KrisFlyer miles is applicable to the KrisFlyer miles belonging to the principal PPS Club members. It is not extended to the miles in the KrisFlyer accounts of your Solitaire PPS Club supplementary card holder or your redemption nominee(s).	0
295	How does non-expiry of KrisFlyer miles for PPS Club members work?	The KrisFlyer miles in the account of a PPS Club member will automatically not expire, as long as you remain a qualified PPS Club member. This applies to all valid KrisFlyer miles in your account. However, certain promotional miles (from lucky draws or other promotions) may be excluded from non-expiry. Details will be found in the terms and conditions of respective promotions.	0
296	What is the effective implementation date for non-expiry of KrisFlyer miles for PPS Club members?	The non-expiry of KrisFlyer miles for PPS Club members will take effect from Thursday 1 June 2017. All currently valid KrisFlyer miles in the accounts of qualified PPS Club members as at 1 June 2017 will be automatically set to non-expiry.	0
297	Does non-expiry of KrisFlyer miles for PPS Club members apply to all the KrisFlyer miles in my account, regardless of whether they are earned by flying with SIA, through hotel partners, car rentals, other purchases, or through transfer of bank points to KrisFlyer miles?	Yes, this applies to all valid KrisFlyer miles in your account, regardless of how the miles were earned. However, do bear in mind that certain promotional miles (from lucky draws or other promotions) may be excluded from non-expiry. Details will be found in the terms and conditions of respective promotions.	0
298	I have just qualified as a PPS Club member, what will happen to the KrisFlyer miles earned before my PPS Club qualification?	Any valid KrisFlyer miles in your KrisFlyer account, even if they are earned before your PPS Club qualification, will not expire once you qualify as a PPS Club member. The KrisFlyer miles will remain valid as long as you remain in the PPS Club.	0
299	What happens to my KrisFlyer miles if I am unable to requalify as a PPS Club member?	If you are unable to requalify as a PPS Club member, the KrisFlyer miles in your account will be set to expire in 3 years from the qualification date of your new KrisFlyer Basic / Elite Silver / Elite Gold tier, as applicable.	0
300	What is the validity for the KrisFlyer miles belonging to other KrisFlyer tiers (i.e. KrisFlyer Basic, Elite Silver and Elite Gold)? Will the facility to extend the validity of expiring KrisFlyer miles still be applicable?	There is no change to the validity for KrisFlyer miles belonging to KrisFlyer Basic, Elite Silver and Elite Gold members, at 3 years. The validity of these KrisFlyer miles can still be extended for a fee towards the end of the 3 year validity period, per current terms and conditions. For more information on extending the validity of KrisFlyer miles, please click here.	0
301	What is a Preferred Seat? Are there any differences between a Preferred Seat and an ordinary seat?	A Preferred Seat is an Economy Class and Premium Economy Class seat with extra legroom. For more information on Preferred Seats, please click here.	0
302	Are all PPS Club members eligible to enjoy complimentary Preferred Seats?	All PPS Club members will enjoy complimentary Preferred Seats when they travel in Economy Class or Premium Economy Class on Singapore Airlines, and Economy Class on SilkAir.	0
303	Are Solitaire PPS Club supplementary card holders eligible to enjoy Preferred Seats?	Solitaire PPS Club supplementary members are also eligible for complimentary Preferred Seats when they travel in Economy Class or Premium Economy Class on Singapore Airlines, and Economy Class on SilkAir.	0
304	Will this benefit be extended to other passengers in the same booking as PPS Club members?	Enjoying complimentary Preferred Seats is an exclusive benefit for PPS Club members. It is not extended to other passengers travelling in the same booking as the PPS Club member, unless they themselves are also PPS Club members or Solitaire PPS Club supplementary card holders.	0
305	Is there a limit to how many complimentary Preferred Seats I can get for a single booking?	Each eligible travelling PPS Club member will be able to select one complimentary Preferred Seat for himself or herself for each Singapore Airlines or SilkAir flight segment in the booking.	0
306	How do I go about selecting a Preferred Seat for my booking?	You may select a Preferred Seat for your booking through these simple steps:Alternatively, if you already hold an existing booking, you may go to “Manage Booking” on singaporeair.com to select Preferred Seats/change your seat selection.	0
307	Why am I seeing charges for my selected Preferred Seats when I am an eligible PPS Club/ supplementary card holder?	Please ensure you are logged in when making your flight booking, in order for the system to read your eligibility. If you have not done so, you may insert your membership number in the booking through Manage Booking on singaporeair.com.	0
308	Why are there no Preferred Seats for my selected flights?	Preferred Seats are available only on Premium Economy and Economy Class, and are subject to availability.	0
309	Can I still change my seat selection after I have selected a complimentary Preferred Seat?	Yes. If you have previously already selected a Preferred Seat, you will still be able to change your seat selection to another Preferred Seat or any other available seats.	0
310	Can I still select the complimentary Preferred Seat even after check in (e.g. at the airport, if seat is available)?	Yes, you may check with the customer service agent during check-in if Preferred Seats are still available for your flight.	0
311	What is Fast Track immigration and security? Where can I find information on the airports where the Fast Track service is available for PPS Club members?	At selected airports, PPS Club members travelling in Premium Economy or Economy Class and/or passengers flying in Suites, First or Business Class can save time with priority lanes at immigration or security screening checkpoints.Information on the airports where fast track services are available to PPS Club members and/or premium passengers is available here.Fast track services at selected airports are being progressively expanded, where feasible.	0
312	What is the APEC Business Travel Card (ABTC)?	Card holders of the APEC Business Travel Card (ABTC) enjoy fast-track entry and exit through special APEC lanes at major airports, and multiple short term entries to the participating economies. This product is managed solely by the government agency responsible for the ATBC scheme for your respective home economy. As each home economy manages its own ATBC scheme, please click here for more information on the ABTC scheme, application eligibility and procedures stipulated by your respective APEC home economies.	0
313	Where can I find a list of the participating economies?	You can find a list of participating economies here.	0
314	How long is the ABTC valid for?	The ABTC is typically valid for up to 5 years or whenever the passport it is associated with expires, whichever is earlier. Please refer to official information on ABTC here.	0
315	How much does it cost to apply for the ABTC?	The ABTC application fee varies from economy to economy. Please contact the government agency responsible for the ABTC scheme in your home economy for more details. For contact information of your government agency, please click here.	0
316	Who is eligible for reimbursement of the application fee(s) for the APEC Business Travel Card?	All Solitaire PPS Club members who have applied for the ABTC through their home economy during their Solitaire PPS Club membership year are eligible for reimbursement. Solitaire PPS Club supplementary card holders who are not Solitaire PPS Club members on their own accord are not eligible for reimbursement.	0
317	What do I need to do to get my application fees reimbursed?	Please follow the steps found here to submit your reimbursement claim.	0
318	After I apply for the ABTC, when can I submit the required documents for reimbursement?	Please submit the required documents for reimbursement as soon as you can after you apply for the ABTC. You have to be a qualified Solitaire PPS Club member at the point of application for the ABTC as well as submission of claim to be eligible for reimbursement.	0
319	How will I receive my reimbursement?	You may opt to receive your reimbursement either viaFor reimbursements via cheque, the cheque will be made out in the exact amount and currency of the payment on the official payment invoice/receipt.For reimbursements via bank transfer, the transfer can only be made to Singapore bank accounts in Singapore dollars. If your payment invoice/receipt is in a currency other than Singapore dollars and you opt for a bank transfer, the equivalent amount in Singapore dollars will be reimbursed, based on the prevailing monthly IATA exchange rate.	0
320	What currency can I expect to receive my reimbursement in?	For reimbursements via cheque, the cheque will be made out in the exact amount and currency of the payment on the official payment invoice/receipt.For reimbursements via bank transfer, the transfer can only be made to Singapore bank accounts in Singapore dollars. If your payment invoice/receipt is in a currency other than Singapore dollars and you opt for a bank transfer, the equivalent amount in Singapore dollars will be reimbursed based on the prevailing monthly IATA exchange rate.	0
321	Can I have the cheque made out to my family member or the bank transfer done to my friend’s account?	No, all payment, whether via cheque or bank transfer, will only be made out to the eligible Solitaire PPS Club member, who applied for the ABTC.	0
322	How long will it take for my reimbursement to be processed?	It will take between 6-8 weeks from the point of submission for your reimbursement to be processed.	0
323	Who do I contact to check on the status of my application for reimbursement?	You may contact KF_contact@singaporeair.com.sg to check on the status of your application for reimbursement.	0
324	When will the changes to the qualification and renewal criteria for Solitaire PPS Club membership (“new Solitaire membership structure”) take effect?	The changes will take effect from 1 June 2018, a year from the time of announcement. From now to 31 May 2018 (inclusive), the current Solitaire membership structure will continue to apply.	0
325	What are the key differences between the new Solitaire membership structure and the current Solitaire membership structure?	Please click here for a summary of the key changes and a comparison of the current and new Solitaire membership structures.	0
326	Why are you changing the Solitaire membership structure now?	The changes to the current Solitaire membership structure allow for faster qualification into the Solitaire PPS Club, and streamlines member renewal criteria.	0
327	How do the changes affect existing Solitaire PPS Club members and those who qualify as Solitaire PPS Club members under the current Solitaire membership structure before 1 June 2018?	The current Solitaire membership structure will continue to apply to existing Solitaire PPS Club members and those who qualify before 1 June 2018. They will continue to renew their Solitaire PPS Club membership by earning S$25,000 in PPS Value during each Solitaire PPS Club membership year, as long as they remain in the Solitaire PPS Club. Solitaire PPS Reserve Value will also continue to have a validity period of six years.	0
328	Are there differences in tier benefits between Solitaire PPS Club members qualified under the current and new Solitaire membership structure?	There are no differences in tier benefits (e.g. supplementary card, lounge, baggage benefits) between Solitaire PPS Club members qualified under the current and new Solitaire membership structure. Please click here for a summary of the benefits of the Solitaire PPS Club.	0
329	How do the changes affect Qualified PPS Club members who are tracking towards Solitaire PPS Club status now?	Qualified PPS Club members who are currently tracking towards Solitaire PPS Club status can continue to qualify under the current Solitaire membership structure until 31 May 2018 inclusive. After the new Solitaire membership structure takes effect from 1 June 2018, the new PPS Value required for qualification and renewal for Solitaire PPS Club membership, as well as a 3 year validity for Solitaire PPS Club Reserve Value, will apply.	0
330	Why are you announcing now for the new Solitaire membership structure to take effect a year later (i.e. take effect from 1 June 2018)?	We would like to provide members with ample lead time to assimilate the changes to the qualification and renewal criteria for Solitaire PPS Club membership. Members can continue to track towards Solitaire PPS Club status under the current Solitaire membership structure until 31 May 2018 inclusive, after which the new Solitaire membership structure will take effect.	0
331	Can members still choose to qualify under the current Solitaire membership structure on/after 1 June 2018?	The current Solitaire membership structure will cease incepting new Solitaire PPS Club members after 31 May 2018. From 1 June 2018, the new qualification and renewal criteria and Reserve Value validity will apply for all newly qualified Solitaire PPS Club members.Existing Solitaire PPS Club members and those who qualify as Solitaire PPS Club members before 1 June 2018 will continue to requalify under the current renewal levels, as long as they remain in the Solitaire PPS Club.	0
332	Under the new Solitaire membership structure that will take effect from 1 June 2018, can the Reserve Value I've earned as a qualified PPS Club member count towards the S$50,000 required to qualify for Solitaire PPS Club membership?	No, you will need to earn S$50,000 PPS Value in fresh spend during your qualified PPS membership year in order to qualify for Solitaire PPS Club membership. Any valid Reserve Value you earned as a qualified PPS Club member will not count towards the amount required to first qualify as a Solitaire PPS Club member.	0
333	How many types of Singapore Stopover Holiday packages are there?	There are three types of Singapore Stopover Holiday packages:Each of these packages includes hotel accommodation and other great benefits.If you’ve already booked your hotel accommodation, or are only stopping in Singapore for a few hours, you can always purchase a Singapore Explorer Pass and enjoy admission to over 15 of the most popular tourist attractions such as the Singapore Zoo, Jurong Bird Park and Singapore Flyer. Simply choose from 1-day, 2-day and 3-day passes.	0
334	What does each Singapore Stopover Holiday package comprise?	Each Singapore Stopover Holiday package covers hotel accommodation and other great benefits.* When visiting a tourist attraction, present your Singapore Stopover Holiday attractions card at the entrance. Your attractions card will be given to you at the SIA Stopover Holiday counter located:(i) after Belt 38, Arrival Hall (public area), Singapore Changi Airport Terminal 2(ii) after Belt 41, at the Arrival Hall (public area), Singapore Changi Airport Terminal 3Transfers to and from the attractions are not included in the package price.	0
335	How do I book a Singapore Stopover Holiday?	You can book a Singapore Stopover Holiday as you book a flight on singaporeair.com or with your local Singapore Airlines or SilkAir office, as long as it’s at least 72 hours before your stop in Singapore.If you’ve already booked a flight on our website or through your local Singapore Airlines office, simply enter your Booking Reference in the ‘Manage Booking’ section of this website. You can add a Singapore Stopover Holiday to your booking there, as long as:Singapore Stopover Holiday packages can’t be purchased from the SIA Stopover Holiday counter.	0
336	What personal information should I provide?	You’re required to provide your:	0
337	Will I get a receipt after purchasing a Singapore Stopover Holiday?	Yes, you will receive a receipt via email. You’re encouraged to print a copy of the receipt for your reference.You will also receive a Virtual Multi-Purpose Document (vMPD) or Electronic Miscellaneous Document (EMD), which states the name of your confirmed hotel and return airport transfers. Print a copy of this and present it to the ground operator and hotel when you arrive. If you’re unable to produce these documents, the hotel may charge you the published room rate instead of the preferred Singapore Stopover Holiday rate.	0
338	What happens when I arrive at Singapore Changi Airport?	Whether you arrive at Terminal 2 or 3, proceed to the SIA Stopover Holiday counter to present your documents and the ground operator will assist you.	0
339	What do the complimentary return airport transfers comprise?	Airport transfers are provided in an air-conditioned coach or minibus. When you arrive at the SIA Stopover Holiday counter, the ground operator will book your return airport transfers. A change in pick-up time is subject to availability. Please contact the ground operator at:Transfers Hotline6732 7928 (8am to 8pm daily)9145 8660 (after 8pm)	0
340	What is advance seat selection?	When making your booking with Singapore Airlines, you will have the option to select your seats in advance. Depending on the class of travel, the fare type you choose and your membership tier, you may be required to pay an advance seat selection fee.If you choose not to select your seats in advance, you may enjoy complimentary seat selection from remaining available seats once online check-in is open, 48 hours before your flight departs.	0
341	Do I have to pay to select my seats in advance?	Passengers in Suites, First Class, and Business Class will enjoy complimentary seat selection at all times. Passengers in Premium Economy Class will enjoy complimentary seat selection, and may pay a fee to select Extra Legroom Seats.The Economy Flexi fare allows passengers to have access to Standard and Forward Zone Seats for free in advance from time of booking. The Economy Standard fare allows passengers to select in advance Standard Seats for free and pay a small fee for Forward Zone Seats, while passengers who choose the Economy Lite fare can select Standard or Forward Zone Seats in advance for a small fee.If you are a PPS Club, KrisFlyer Elite Gold or KrisFlyer Elite Silver member, you can select seats from certain categories in advance for free, in accordance with your membership tier, regardless of the fare type you choose. For more details, please click here.	0
342	Do I have to pay to select seats for infants or children?	Families travelling with children or infants in the same booking will be able to select Standard Seats in advance for free.	0
343	Do I have to pay a seat selection fee for each flight if I have multiple flights in my itinerary?	Advance seat selection is dependent on the fare type you choose, and for each segment of your trip.	0
344	My ticket was issued before 20 January 2018, and I have already selected a seat. Will I lose my seat now that the fare conditions have changed?	Any seat you have selected will not change as long as your ticket was issued before 20 January 2018. This applies to all fare types in Economy Class.	0
345	My booking has not been ticketed, but I have already selected a seat. Will I lose my seat now that the fare conditions have changed?	If you have not issued your ticket before 20 January 2018, you will have to select a new seat and advance seat selection fees may be applicable, depending on the fare type. If your booking is ticketed before 20 January 2018, any seat you have selected will not change.	0
346	My booking has not been ticketed, and I have not selected a seat. Can I select my seat in advance for free on or after 20 January 2018?	If your booking has not been ticketed before 20 January 2018, advance seat selection fees may be applicable depending on your fare type.	0
347	My ticket on an Economy Lite fare was issued before 20 January 2018, but I have not selected a seat. Will I be able to select a seat in advance, now that the fare conditions have changed?	Yes, you will be able to select your seats in advance for free.	0
348	How can I find out the fee amount for advance seat selection?	Advance seat selection fees will vary depending on the seat type selected and the flight. For the fee list, please click here	0
349	How can I purchase a seat selection in advance?	There are three ways you can purchase a seat selection in advance:	0
350	Will I be able to sit on an Emergency Exit Row seat?	In compliance with the flight safety guidelines of the Civil Aviation Authority of Singapore, passengers sitting in seats next to the emergency exit doors must:Passengers who select an Emergency Exit Row seat and do not meet any of these criteria at the time of check-in, boarding or during the flight, may be re-assigned to another seat with no refunds.	0
351	Can I change my seat after I’ve selected one?	All seat selections made in advance are not refundable or transferrable to another seat or another flight. If you change to a seat that requires a fee, the amount you paid for your previous selection will not be used to offset your new selection. However, you can change your seat for free from 48 hours up to 1.5 hours before your flight departs, subject to availability.	0
352	If I upgrade my fare type from Economy Lite to Economy Flexi, will I be refunded for the Standard Seat I paid for when I purchased the Economy Lite fare?	No, paid seat selections are not refundable.	0
